epoch,lr-Adam,step,test_bpd,train_bpd,val_bpd
11,,4599,,6.841272354125977,
11,,4649,,6.831122398376465,
11,,4679,,,6.842257022857666
,0.0008863848717161291,4680,,,
12,,4699,,6.8486328125,
12,,4749,,6.835047245025635,
12,,4799,,6.84559965133667,
12,,4849,,6.840309143066406,
12,,4899,,6.842494487762451,
12,,4949,,6.84539794921875,
12,,4999,,6.830604553222656,
12,,5049,,6.855533599853516,
12,,5069,,,6.842257022857666
,0.0008775210229989678,5070,,,
13,,5099,,6.839805603027344,
13,,5149,,6.844420909881592,
13,,5199,,6.839992523193359,
13,,5249,,6.830317497253418,
13,,5299,,6.845728874206543,
13,,5349,,6.848230361938477,
13,,5399,,6.839632987976074,
13,,5449,,6.840093612670898,
13,,5459,,,6.842257022857666
,0.0008687458127689781,5460,,,
14,,5499,,6.843285083770752,
14,,5549,,6.843385696411133,
14,,5599,,6.841703414916992,
14,,5649,,6.845800876617432,
14,,5699,,6.841530799865723,
14,,5749,,6.831798553466797,
14,,5799,,6.831136703491211,
14,,5849,,6.864375114440918,
14,,5849,,,6.842257022857666
,0.0008600583546412883,5850,,,
15,,5899,,6.839000701904297,
15,,5949,,6.8505449295043945,
15,,5999,,6.834731101989746,
15,,6049,,6.846059799194336,
15,,6099,,6.843688011169434,
15,,6149,,6.83592414855957,
15,,6199,,6.839201927185059,
15,,6239,,,6.842257022857666
,0.0008514577710948754,6240,,,
16,,6249,,6.834816932678223,
16,,6299,,6.841559886932373,
16,,6349,,6.84611701965332,
16,,6399,,6.842623710632324,
16,,6449,,6.834918022155762,
16,,6499,,6.845226287841797,
16,,6549,,6.838339328765869,
16,,6599,,6.845513343811035,
16,,6629,,,6.842257022857666
,0.0008429431933839266,6630,,,
17,,6649,,6.83568000793457,
17,,6699,,6.841343879699707,
17,,6749,,6.848431587219238,
17,,6799,,6.842494010925293,
17,,6849,,6.835191249847412,
17,,6899,,6.8344292640686035,
17,,6949,,6.854613304138184,
17,,6999,,6.8521409034729,
17,,7019,,,6.842257022857666
,0.0008345137614500873,7020,,,
18,,7036,6.842257022857666,,
18,,7036,6.845046520233154,,
