epoch,lr-Adam,step,test_bpd,train_bpd,val_bpd
,0.001,0,,,
0,,49,,1.9751181602478027,
0,,99,,1.4275180101394653,
0,,149,,1.3050405979156494,
0,,199,,1.201404333114624,
0,,249,,1.312544822692871,
0,,299,,1.196185827255249,
0,,349,,1.1610511541366577,
0,,389,,,1.1728984117507935
,0.00099,390,,,
1,,399,,1.1406532526016235,
1,,449,,1.1670114994049072,
1,,499,,1.1534550189971924,
1,,549,,1.154848337173462,
1,,599,,1.1679413318634033,
1,,649,,1.144858479499817,
1,,699,,1.1485625505447388,
1,,749,,1.1561610698699951,
1,,779,,,1.1472536325454712
,0.0009801,780,,,
2,,799,,1.1461961269378662,
2,,849,,1.1597790718078613,
2,,899,,1.1703792810440063,
2,,949,,1.130323052406311,
2,,999,,1.1338413953781128,
2,,1049,,1.179390788078308,
2,,1099,,1.127885103225708,
2,,1149,,1.1351349353790283,
2,,1169,,,1.135831594467163
,0.000970299,1170,,,
3,,1199,,1.07576322555542,
3,,1249,,1.15514075756073,
3,,1299,,1.095700979232788,
3,,1349,,1.1419954299926758,
3,,1399,,1.0957258939743042,
3,,1449,,1.0918917655944824,
3,,1499,,1.1092398166656494,
3,,1549,,1.150399088859558,
3,,1559,,,1.1287283897399902
,0.0009605960099999999,1560,,,
4,,1599,,1.1478965282440186,
4,,1649,,1.1305650472640991,
4,,1699,,1.1031032800674438,
4,,1749,,1.1285884380340576,
4,,1799,,1.0941146612167358,
4,,1849,,1.1160974502563477,
4,,1899,,1.132524013519287,
4,,1949,,1.1213819980621338,
4,,1949,,,1.132265567779541
,0.0009509900498999999,1950,,,
5,,1999,,1.1336674690246582,
5,,2049,,1.1295945644378662,
5,,2099,,1.0960235595703125,
5,,2149,,1.1246211528778076,
5,,2199,,1.1368203163146973,
5,,2249,,1.1385067701339722,
5,,2299,,1.1633771657943726,
5,,2339,,,1.1164861917495728
,0.0009414801494009999,2340,,,
6,,2349,,1.1377297639846802,
6,,2399,,1.0996513366699219,
6,,2449,,1.266510009765625,
6,,2499,,1.1460473537445068,
6,,2549,,1.1462910175323486,
6,,2599,,1.1130807399749756,
6,,2649,,1.1021469831466675,
6,,2699,,1.146850824356079,
6,,2729,,,1.1207396984100342
,0.0009320653479069899,2730,,,
7,,2749,,1.1217598915100098,
7,,2799,,1.086024522781372,
7,,2849,,1.093043565750122,
7,,2899,,1.152622938156128,
7,,2949,,1.136021614074707,
7,,2999,,1.113216519355774,
7,,3049,,1.1026852130889893,
7,,3099,,1.150038242340088,
7,,3119,,,1.0964887142181396
,0.00092274469442792,3120,,,
8,,3149,,1.2426749467849731,
8,,3199,,1.1651811599731445,
8,,3249,,1.1596814393997192,
8,,3299,,1.095159649848938,
8,,3349,,1.097459316253662,
8,,3399,,1.0839338302612305,
8,,3449,,1.160079002380371,
8,,3499,,1.0803451538085938,
8,,3509,,,1.1042320728302002
,0.0009135172474836408,3510,,,
9,,3549,,1.1422271728515625,
9,,3599,,1.0853016376495361,
9,,3649,,1.1188030242919922,
9,,3699,,1.1404006481170654,
9,,3749,,1.0614773035049438,
9,,3799,,1.141352653503418,
9,,3849,,1.1131155490875244,
9,,3899,,1.0779087543487549,
9,,3899,,,1.0795636177062988
,0.0009043820750088043,3900,,,
10,,3949,,1.090278148651123,
10,,3999,,1.090180516242981,
10,,4049,,1.0693902969360352,
10,,4099,,1.1440315246582031,
10,,4149,,1.0505919456481934,
10,,4199,,1.080288052558899,
10,,4249,,1.0678482055664062,
10,,4289,,,1.101015329360962
,0.0008953382542587163,4290,,,
11,,4299,,1.0530983209609985,
11,,4349,,1.1235885620117188,
11,,4399,,1.1371216773986816,
11,,4449,,1.0887839794158936,
11,,4499,,1.0282680988311768,
11,,4549,,1.128693699836731,
11,,4599,,1.0806916952133179,
11,,4649,,1.0937917232513428,
11,,4679,,,1.0903218984603882
,0.0008863848717161291,4680,,,
12,,4699,,1.0754033327102661,
12,,4749,,1.1232523918151855,
12,,4799,,1.0623159408569336,
12,,4849,,1.1030235290527344,
12,,4899,,1.0762584209442139,
12,,4949,,1.1896686553955078,
12,,4999,,1.158787727355957,
12,,5049,,1.1013461351394653,
12,,5069,,,1.0797652006149292
,0.0008775210229989678,5070,,,
13,,5099,,1.0902940034866333,
13,,5149,,1.103576421737671,
13,,5199,,1.1031718254089355,
13,,5249,,1.0096206665039062,
13,,5299,,1.084167242050171,
13,,5349,,1.0672826766967773,
13,,5399,,1.0624077320098877,
13,,5449,,1.0671279430389404,
13,,5459,,,1.0621247291564941
,0.0008687458127689781,5460,,,
14,,5499,,1.02913498878479,
14,,5549,,1.0451381206512451,
14,,5599,,1.0584211349487305,
14,,5649,,1.0379114151000977,
14,,5699,,1.047116994857788,
14,,5749,,1.0366687774658203,
14,,5799,,1.1165237426757812,
14,,5849,,1.0477232933044434,
14,,5849,,,1.0507017374038696
,0.0008600583546412883,5850,,,
15,,5899,,1.0408656597137451,
15,,5949,,1.0654611587524414,
15,,5999,,1.0326595306396484,
15,,6049,,1.0516748428344727,
15,,6099,,1.0662285089492798,
15,,6149,,1.089139699935913,
15,,6199,,1.0049800872802734,
15,,6239,,,1.1070802211761475
,0.0008514577710948754,6240,,,
16,,6249,,1.0943337678909302,
