epoch,lr-Adam,step,test_bpd,train_bpd,val_bpd
9,,3899,,,90631888896.0
,0.0009043820750088043,3900,,,
10,,3949,,84398940160.0,
10,,3999,,142516944896.0,
10,,4049,,84106756096.0,
10,,4099,,125984882688.0,
10,,4149,,65299091456.0,
10,,4199,,62329389056.0,
10,,4249,,46261428224.0,
10,,4289,,,62056284160.0
,0.0008953382542587163,4290,,,
11,,4299,,124385402880.0,
11,,4349,,29215350784.0,
11,,4399,,66862473216.0,
11,,4449,,12664164352.0,
11,,4499,,54427058176.0,
11,,4549,,66809323520.0,
11,,4599,,35002605568.0,
11,,4649,,26551554048.0,
11,,4679,,,43379339264.0
,0.0008863848717161291,4680,,,
12,,4699,,29517537280.0,
12,,4749,,27311925248.0,
12,,4799,,67662422016.0,
12,,4849,,28476690432.0,
12,,4899,,28022274048.0,
12,,4949,,27219603456.0,
12,,4999,,22048731136.0,
12,,5049,,39814922240.0,
12,,5069,,,30993031168.0
,0.0008775210229989678,5070,,,
13,,5099,,21316390912.0,
13,,5149,,20646166528.0,
13,,5199,,44478025728.0,
13,,5249,,24387096576.0,
13,,5299,,27532740608.0,
13,,5349,,16907941888.0,
13,,5399,,19721715712.0,
13,,5449,,42308820992.0,
13,,5459,,,23457558528.0
,0.0008687458127689781,5460,,,
14,,5499,,60246802432.0,
14,,5549,,28853886976.0,
14,,5599,,10438100992.0,
14,,5649,,20258965504.0,
14,,5699,,25952262144.0,
14,,5749,,39276863488.0,
14,,5799,,16425095168.0,
14,,5849,,19177269248.0,
14,,5849,,,18385192960.0
,0.0008600583546412883,5850,,,
15,,5899,,9208905728.0,
15,,5949,,6213111808.0,
15,,5999,,15757197312.0,
15,,6049,,15923518464.0,
15,,6099,,15420620800.0,
15,,6149,,8132744704.0,
15,,6199,,6596119040.0,
15,,6239,,,14689345536.0
,0.0008514577710948754,6240,,,
16,,6249,,17409064960.0,
16,,6299,,10610712576.0,
16,,6349,,27833008128.0,
16,,6399,,5252629504.0,
16,,6449,,10316575744.0,
16,,6499,,5575709696.0,
16,,6549,,9006355456.0,
16,,6599,,8139224576.0,
16,,6629,,,11911043072.0
,0.0008429431933839266,6630,,,
17,,6649,,10374621184.0,
17,,6699,,10257319936.0,
17,,6749,,9410529280.0,
17,,6799,,9172359168.0,
17,,6849,,3340312832.0,
17,,6899,,13457277952.0,
17,,6949,,11922413568.0,
17,,6999,,8388996096.0,
17,,7019,,,9772241920.0
,0.0008345137614500873,7020,,,
18,,7049,,437629440.0,
18,,7099,,11185473536.0,
18,,7149,,157412848.0,
18,,7199,,5363850752.0,
18,,7249,,23186616320.0,
18,,7299,,7688147456.0,
18,,7349,,2313122048.0,
18,,7399,,385214560.0,
18,,7409,,,8095271936.0
,0.0008261686238355864,7410,,,
19,,7449,,2190952704.0,
19,,7499,,7864220160.0,
19,,7549,,9234069504.0,
19,,7599,,131317432.0,
19,,7649,,2202038528.0,
19,,7699,,6775390720.0,
19,,7749,,4041909760.0,
19,,7799,,4957373440.0,
19,,7799,,,6750624768.0
,0.0008179069375972306,7800,,,
20,,7849,,15536320512.0,
20,,7899,,45439016.0,
20,,7949,,6313584128.0,
20,,7999,,1004909504.0,
20,,8049,,4142850048.0,
20,,8099,,3575889408.0,
20,,8149,,3387524352.0,
20,,8189,,,5644873216.0
,0.0008097278682212583,8190,,,
21,,8199,,12903890944.0,
21,,8249,,680095360.0,
21,,8256,5486871040.0,,
21,,8256,5371167232.0,,
